Marca temporal;País;Provincia donde trabajas;Edad...4;Género...5;¿Estás haciendo home office?...6;¿En qué provincia trabajás?;Edad...8;Género...9;¿Estás haciendo home office?...10;Sentís que trabajando desde tu casa, tu productividad...;¿Tenés hijos?;¿Ya hacías home office antes de la pandemia?;Preferís...;La comunicación con tu equipo de trabajo;¿En qué tipo de empresa trabajás?;¿Querés contestar más preguntas?;¿Cuál es el rubro de la empresa?...18;Antes de la cuarentena ¿Qué porcentaje de la empresa estaba haciendo teletrabajo?;¿Qué herramientas de comunicación utilizas con tu equipo?;¿Hacés pausas para distenderte o trabajás de corrido?;Respecto a la vestimenta;¿Hacés el mismo horario que yendo a la oficina?;Respecto de la planificación;¿Preferís un ambiente tranquilo o con algo de ruido?;¿Usás auriculares para trabajar?;¿Te gustaría trabajar todos los días desde tu casa?;¿Creés que va a cambiar la forma de trabajar después de esta crisis?;Justifica la respuesta;¿Tu trabajo se puede hacer desde tu casa?;¿Hay sectores de la empresa que están haciendo teletrabajo?;¿La empresa brinda servicios considerados esenciales?;¿La empresa dio algún beneficio para que los empleados vayan a trabajar presencialmente?;En el caso que estés en cuarentena sin posibilidad de trabajar desde tu casa, ¿tu empleador te sigue pagando el sueldo?;Tipo de empresa;¿Cuál es el rubro de la empresa?...36;La empresa cumple con las pautas y condiciones de prevención;¿Querés recibir los resultados de esta encuesta por mail?;¿Querés recibir más información de los servicios y eventos de Data 4HR?
2020-04-06T21:25:18Z;Argentina;NA;NA;NA;NA;Tucumán;40;Mujer;Sí;Sigue igual;Sí;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Retail;Menos del 10%;Zoom, Skype/Microsoft Teams, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;A veces;Tal vez;Tal vez;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T21:29:23Z;Argentina;NA;NA;NA;NA;Tucumán;40;Mujer;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí;Sí;No;Sí;Nacional;Salud;Si;Sí;Sí
2020-04-06T21:30:33Z;Argentina;NA;NA;NA;NA;Tucumán;59;Hombre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;No;No;No;Sí;Nacional;Alimentación;Si;Sí;Sí
2020-04-06T21:30:54Z;Argentina;NA;NA;NA;NA;Tucumán;57;Hombre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Sí;Sí;No;Sí;Empresa del Estado;Organismo fiscalizador;Si;Sí;Sí
2020-04-06T21:31:23Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;24;Mujer;Sí;Mejoró;No;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;desarrollo de software;Más del 80%;Zoom, Hangouts/Google Meet, Skype/Microsoft Teams, Slack, Mail;Sólo para comer;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;Sí, todo el tiempo;Sí;Sí;Creo que si la productividad en general se mantuvo seria conveniente para la empresa ya que reduciria gastos fijos y los empleados estarian mas felices;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T21:41:43Z;Argentina;NA;NA;NA;NA;Tucumán;39;Prefiero no decirlo;Sí;Mejoró;No;No;Trabajar en un cowork;Tuvimos que hacer ajustes pero va bien;Empresa Estatal;Si;NA;Menos del 10%;WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo menos horas;Voy viendo según el día;Prefiero un ambiente en silencio;A veces;No;Tal vez;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-04-06T21:49:33Z;Argentina;NA;NA;NA;NA;Tucumán;58;Hombre;Sí;Mejoró;Sí;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Capacitación;Menos del 10%;Zoom, Skype/Microsoft Teams, WhatsApp;Sólo para comer;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;A veces;No;Sí;Porque voy a mantener presencial más home office;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-06T21:50:06Z;Argentina;NA;NA;NA;NA;Santa Fe;32;Mujer;Sí;Mejoró;No;No;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Construcción;Menos del 10%;Zoom, Mail, WhatsApp;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo más horas;Planifico todas las tareas del día;Prefiero un ambiente en silencio;Nunca;Sí;Sí;Creo que va a servir mucho el pensamiento que había sobre el home office. Cuando tenes un. Une equipo de trabajo, la persona rinde en cualq lado y sino no tiene q formar parte de tu trabajo;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T21:59:21Z;Argentina;NA;NA;NA;NA;Tucumán;50;Hombre;Sí;Mejoró;Sí;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Industria Metalurgica;Menos del 10%;Mail, WhatsApp, Teams;Sí;Te vestís como para ir a trabajar normalmente;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;A veces;Tal vez;Tal vez;Depende de la cultura y la organización. En particular nosotros veníamos tratando de implementar home office y esto nos ayuda.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-06T22:04:20Z;Argentina;NA;NA;NA;NA;Tucumán;42;Mujer;Sí;Sigue igual;Sí;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Seguros;Menos del 10%;Zoom, Skype/Microsoft Teams, Mail, WhatsApp;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo más horas;Planifico todas las tareas del día;Prefiero un lugar donde circule gente;A veces;Tal vez;Tal vez;Muchas cosas cambiarán. Desde el.orden mundial hasta las formas de trabajo y de educación;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T22:06:36Z;Argentina;NA;NA;NA;NA;Buenos Aires;36;Mujer;Sí;Sigue igual;Sí;No;Trabajar con gente en la oficina;Se mantiene igual de bien;Nacional;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T22:22:16Z;Argentina;NA;NA;NA;NA;Chaco;48;Mujer;Sí;Sigue igual;Sí;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Retail;Menos del 10%;Mail, WhatsApp, Red social interna (Yammer/Workplace);Sí;Te ponés lo primero que encontrás;Si;Planifico todas las tareas del día;Pongo música/radio;A veces;No;Sí;Si cambiará la relación con el equipo de trabajo la necesidad de estar conectados y no tengo posibilidad de hacer zoom ,pero lo propondria para hacer talleres, reuniones muy buena práctica para estar todos juntos;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-06T22:40:04Z;Paraguay;Asunción;41;Mujer;Sí;NA;NA;NA;NA;Sigue igual;Sí;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Seguros;Menos del 10%;Zoom, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo menos horas;Planifico todas las tareas del día;Prefiero un ambiente en silencio;Nunca;Sí;Tal vez;Siempre que el empleador tenga los resultados deseados podría ser una opción el trabajo desde casa eso sin considerar los gastos fijos (luz teléfono agua) que son transferidos al trabajador;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T00:02:24Z;Argentina;NA;NA;NA;NA;Chaco;41;Mujer;Sí;Mejoró;Sí;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Emprendimiento personal;Si;Servicios de consultoría;Más del 80%;Zoom, Skype/Microsoft Teams, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo menos horas;Planifico todas las tareas del día;Pongo música/radio;A veces;Sí;No;Mi trabajo es remoto;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T00:02:54Z;Argentina;NA;NA;NA;NA;Buenos Aires;22;Hombre;Sí;Sigue igual;No;Sí;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Multinacional;Si;Farmaceutica;Entre 31% y el 50%;Zoom, Skype/Microsoft Teams, Mail, WhatsApp, Red social interna (Yammer/Workplace);Sólo para comer;Te ponés lo primero que encontrás;No, trabajo más horas;Voy viendo según el día;Pongo música/radio;Sí, todo el tiempo;No;Sí;Se demuestra que muchas veces no es necesaria la presencia de personas para ciertos procesos;NA;NA;NA;NA;NA;NA;NA;NA;No;Sí
2020-04-07T00:12:24Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;49;Hombre;Sí;Mejoró;No;No;Trabajar en un cowork;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Salud;Entre 31% y el 50%;Hangouts/Google Meet, Skype/Microsoft Teams, Slack, Mail, WhatsApp, Red social interna (Yammer/Workplace);Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo menos horas;Me pongo uno o dos objetivos nada más;Pongo música/radio;Sí, todo el tiempo;Tal vez;Sí;"Van a cambiar las formas; porque se racionalizará que el Teletrabajo, sirve para dismunuir costos operativos";NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T00:43:55Z;Argentina;NA;NA;NA;NA;Corrientes;35;Hombre;Sí;Sigue igual;No;Sí;Trabajar en un cowork;Se mantiene igual de bien;Emprendimiento personal;Si;Asistencia educativa;NA;Hangouts/Google Meet, Mail, WhatsApp, Red social interna (Yammer/Workplace);Sí;Te ponés lo primero que encontrás;Si;Voy viendo según el día;Prefiero un ambiente en silencio;Nunca;Sí;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-07T01:03:48Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;35;Mujer;Sí;Empeoró;Sí;Sí;Trabajar con gente en la oficina;Se mantiene igual de bien;Multinacional;Si;Industria;Entre 51% y un 80%;Skype/Microsoft Teams, Mail, WhatsApp;Sólo para comer;Te ponés lo primero que encontrás;No, trabajo más horas;Voy viendo según el día;Pongo música/radio;A veces;Tal vez;Tal vez;Se pueden repensar procesos e interacciones. Incrementar la frecuencia de home office para todos, también como alternativa para generar ahorros;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T08:29:42Z;Colombia;Bogotá;50;Mujer;Sí;NA;NA;NA;NA;Mejoró;Sí;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Empresa Estatal;Si;Educación;Entre un 10% y un 30%;Zoom, Skype/Microsoft Teams, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;A veces;No;Sí;Más opciones de teletrabajo;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T08:43:59Z;Argentina;NA;NA;NA;NA;Entre Ríos;46;Hombre;Sí;Mejoró;No;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Multinacional;Si;Bancario;Menos del 10%;Zoom, Hangouts/Google Meet, Skype/Microsoft Teams, Mail, WhatsApp;Sólo para comer;Te vestís como para ir a trabajar normalmente;Si;Planifico todas las tareas del día;Pongo música/radio;A veces;Sí;Sí;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T08:54:37Z;Argentina;NA;NA;NA;NA;Tucumán;42;Mujer;Sí;Sigue igual;Sí;No;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Agroindustrial;Menos del 10%;Slack, Mail, WhatsApp;Sólo para comer;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo más horas;Voy viendo según el día;Prefiero un lugar donde circule gente;A veces;No;Tal vez;Tal vez, porque va a depender de cada persona con su granito de arena que contribuirá al logro y éxito de la empresa en la que trabaja, ademas también dependerá de que sensación y sentimientos encontrados le genero esta crisis y eso lo llevara a actuar .;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T09:01:38Z;Argentina;NA;NA;NA;NA;Corrientes;29;Mujer;Sí;Sigue igual;No;No;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Nacional;Si;NA;Menos del 10%;Zoom, Mail, WhatsApp;Sólo para comer;Te ponés lo primero que encontrás;Si;Planifico todas las tareas del día;Pongo música/radio;Nunca;No;Tal vez;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-07T09:05:32Z;Argentina;NA;NA;NA;NA;Corrientes;29;Hombre;Sí;Mejoró;No;No;Trabajar con gente en la oficina;Se mantiene igual de bien;Nacional;Si;Transporte;Menos del 10%;Zoom, Hangouts/Google Meet, Mail, WhatsApp;Sólo para comer;Sólo te preocupas de lo que te ponés de la cintura para arriba;Si;Planifico todas las tareas del día;Pongo música/radio;A veces;No;Sí;El home office era una modalidad desconocida y vista como “holgazanería” por el empresariado. Muchas empresas se vieron forzados a implementarlo pero a pesar de eso está experiencia demostrara su eficacia y se quedará como modalidad definitiva en muchas empresas;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T09:05:45Z;Argentina;NA;NA;NA;NA;Salta;47;Mujer;Sí;Sigue igual;Sí;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Refinación y Transporte;Menos del 10%;Slack;Sólo para comer;Sólo te preocupas de lo que te ponés de la cintura para arriba;Si;Planifico todas las tareas del día;Prefiero un ambiente en silencio;A veces;NA;Tal vez;Habrá un cambio cultural y una expectativa del colaborador a poder resolver determinadas cuestiones hoy sin respuesta desde el home office;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-07T09:11:53Z;Argentina;NA;NA;NA;NA;Tucumán;30;Mujer;Sí;Mejoró;No;No;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Comercial;Menos del 10%;Zoom, Skype/Microsoft Teams, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo menos horas;Planifico todas las tareas del día;Pongo música/radio;Nunca;No;Sí;Trabajaremos más en equipo y por objetivos;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T09:12:05Z;Argentina;NA;NA;NA;NA;Chaco;36;Hombre;Sí;Sigue igual;Sí;No;Trabajar con gente en la oficina;Se mantiene igual de bien;Nacional;Si;RRHH;Menos del 10%;Mail, WhatsApp;Sí;Te vestís como para ir a trabajar normalmente;Si;Planifico todas las tareas del día;Pongo música/radio;Nunca;Tal vez;Sí;Por que es una crisis mundial y la economía se está cayendo.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-07T09:14:22Z;Argentina;NA;NA;NA;NA;Tucumán;29;Mujer;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí;Sí;No;NA;PyME Nacional;Alimentos;Si;Sí;Sí
2020-04-07T09:16:42Z;Argentina;NA;NA;NA;NA;Chaco;34;Mujer;Sí;Mejoró;Sí;No;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Transporte;Menos del 10%;Mail, WhatsApp, Red social interna (Yammer/Workplace);Sí;Te vestís como para ir a trabajar normalmente;Si;Planifico todas las tareas del día;Pongo música/radio;Nunca;Sí;Sí;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T09:19:29Z;Argentina;NA;NA;NA;NA;Chaco;23;Hombre;Sí;Mejoró;No;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Transporte;Menos del 10%;Hangouts/Google Meet, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;Si;Planifico todas las tareas del día;Pongo música/radio;Nunca;Sí;Tal vez;Definitivamente creo que ciertos aspectos van a cambiar pasada la crisis, sobre todo en cuanto a organización del trabajo. Sin embargo, no puedo afirmar con certezas que se hagan cambios radicales como por ejemplo la incorporación definitiva de Home Office como una modalidad más de trabajo en la organización.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T09:27:28Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;37;Hombre;Sí;Empeoró;Sí;No;Trabajar desde un bar/café;Tuvimos que hacer ajustes pero va bien;Multinacional;Si;Seguros;Entre un 10% y un 30%;Zoom, Hangouts/Google Meet, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Me pongo uno o dos objetivos nada más;Pongo música/radio;A veces;Tal vez;Sí;Obligó a líderes a aceptar el paradigma de Home Office. También modificará la forma de relacionarse con los demás, solo generando reuniones necesarias y fomentando las herramientas virtuales;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T09:35:51Z;Argentina;NA;NA;NA;NA;Corrientes;55;Mujer;Sí;Sigue igual;Sí;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Educación;Entre un 10% y un 30%;Mail, WhatsApp;Sí;Te vestís como para ir a trabajar normalmente;Si;Planifico todas las tareas del día;Prefiero un ambiente en silencio;A veces;No;No;"Creo que el cambio de formas, hoy, es ""obligatorio"" y todo el mundo lo debe hacer. Eso, no quiere decir que se esté haciendo un trabajo eficiente. 
Esta adopción de forma de trabajo requiere formación y  mucha, convencimiento y compromiso, 
Es probable que en algunos lugares (empresas o tareas) haya llegado para quedarse pero no sé por qué lo pienso así, estarán deseosos de que termine la cuarentena para volver a lo mismo. ¡ojalá que muchos adopten esta forma de trabajo como un ""trabajo más eficiente y menos alienante""";NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T09:38:45Z;Argentina;NA;NA;NA;NA;Buenos Aires;38;Hombre;Sí;Sigue igual;Sí;Sí;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Importadora y comercializadora de repuestos de motos;Menos del 10%;Skype/Microsoft Teams, Slack, Mail, WhatsApp, Zoho;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;Si;Me pongo uno o dos objetivos nada más;Pongo música/radio;Nunca;No;Sí;Va a ser necesario contemplar nuevas politicas para tener en cuenta al empleado que hace home office y al que no.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-07T12:54:21Z;Argentina;NA;NA;NA;NA;Tucumán;26;Hombre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Sí;Sí;No;Sí;Nacional;Supermercado;Si;Sí;Sí
2020-04-07T21:56:21Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;47;Mujer;Sí;Mejoró;Sí;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Rrhh;Menos del 10%;Skype/Microsoft Teams, Mail, WhatsApp;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo menos horas;Planifico todas las tareas del día;Prefiero un lugar donde circule gente;Sí, todo el tiempo;Sí;Sí;Porque ctodo va a cambiat y porque se puede;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-07T22:08:46Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;35;Mujer;Sí;Mejoró;No;No;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Software;Menos del 10%;Zoom, Hangouts/Google Meet, Mail, WhatsApp;Sólo para comer;Sólo te preocupas de lo que te ponés de la cintura para arriba;Si;Planifico todas las tareas del día;Pongo música/radio;A veces;Tal vez;Sí;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-08T14:26:08Z;México;Nuevo León;35;Mujer;Sí;NA;NA;NA;NA;Mejoró;No;Sí;Trabajar con gente en la oficina;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Servicoios;Menos del 10%;Hangouts/Google Meet;Sólo para comer;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Prefiero un ambiente en silencio;Nunca;Tal vez;Tal vez;Quizá la empresa se de cuenta de que eres más productivo;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-08T15:41:17Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;28;Hombre;Sí;Mejoró;No;No;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;entretenimiento;Menos del 10%;Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;Si;Planifico todas las tareas del día;Prefiero un ambiente en silencio;A veces;Sí;Sí;la empresas se van a dar cuenta que la productividad laboral es similar o superior, por lo tanto van prescindir de oficinas generando ahorros economicos y mejorando la productividad y calidad de vida del empleador;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-08T21:13:32Z;Guatemala;Guatemala;35;Hombre;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;Sí;Sí;No;Sí;Empresa del Estado;Seguridad Alimentaria;Si;No;Sí
2020-04-09T11:01:10Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;26;Mujer;Sí;Mejoró;No;Sí;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;Sistemas;Entre un 10% y un 30%;Hangouts/Google Meet, Mail, Red social interna (Yammer/Workplace);Sólo para comer;Sólo te preocupas de lo que te ponés de la cintura para arriba;Si;Planifico todas las tareas del día;Pongo música/radio;A veces;Tal vez;Tal vez;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-04-09T18:21:37Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;26;Mujer;Sí;Sigue igual;No;Sí;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Multinacional;Si;Consultoría contable;Entre 31% y el 50%;Skype/Microsoft Teams, Mail, WhatsApp;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;Si;Voy viendo según el día;Pongo música/radio;Nunca;No;Sí;Se va a incrementar el teletrabajo, es una buena forma de trabajar;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-04-09T20:03:13Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;26;Hombre;Sí;Mejoró;No;Sí;Trabajar con gente en la oficina;Se mantiene igual de bien;Multinacional;Si;NA;Entre 51% y un 80%;Zoom, Skype/Microsoft Teams, Mail;No;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo más horas;Voy viendo según el día;Prefiero un lugar donde circule gente;Sí, todo el tiempo;No;Sí;No sabiendo hasta cuándo se va a extender la situación y con altas posibilidades de que vuelva a ocurrir, un cambio de paradigma es inevitable. Eso va a venir aparejado de un cambio en las formas en las que pensamos el trabajo hoy día;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-04-09T23:37:43Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;27;Mujer;Sí;Mejoró;No;No;Trabajar desde tu casa;Se mantiene igual de bien;Multinacional;Si;Servicios medioambientales;Menos del 10%;Hangouts/Google Meet;Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;Nunca;Sí;Sí;Entiendo que en mí área somos más productivos de esta forma;NA;NA;NA;NA;NA;NA;NA;NA;No;No
2020-04-09T23:44:15Z;Argentina;NA;NA;NA;NA;Buenos Aires;38;Mujer;Sí;Mejoró;Sí;No;Trabajar con gente en la oficina;Se mantiene igual de bien;Nacional;Si;Fabricación de Productos Veterinarios;Menos del 10%;Mail, WhatsApp;Sólo para comer;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Prefiero un ambiente en silencio;Nunca;Tal vez;Tal vez;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-10T14:40:58Z;Argentina;NA;NA;NA;NA;Jujuy;46;Hombre;Sí;Mejoró;Sí;Sí;Trabajar en un cowork;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Educacion;Entre un 10% y un 30%;Zoom, Hangouts/Google Meet, Mail, WhatsApp;Sí;Te vestís como para ir a trabajar normalmente;No, trabajo menos horas;Planifico todas las tareas del día;Prefiero un ambiente en silencio;Nunca;Sí;Tal vez;Los cambios de paradigma son complejos. La tecnología existente no ayuda;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-14T23:05:11Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;30;Mujer;Sí;Mejoró;No;No;Trabajar en un cowork;Tuvimos que hacer ajustes pero va bien;Nacional;Si;Consultoría;Entre 31% y el 50%;Zoom, Hangouts/Google Meet, Skype/Microsoft Teams, Slack, Mail, WhatsApp;Sí;Sólo te preocupas de lo que te ponés de la cintura para arriba;No, trabajo más horas;Voy viendo según el día;Pongo música/radio;Nunca;No;No;Lo ideal es trabajar tres veces en la empresa y dos con home. Tampoco trabajar siempre desde casa. El trabajo que hago es el mismo desde casa o desde el cliente;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-15T00:27:06Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;36;Hombre;Sí;Mejoró;No;No;Trabajar desde tu casa;Se mantiene igual de bien;Multinacional;Si;Petrolera;Menos del 10%;Zoom, Skype/Microsoft Teams, Mail, WhatsApp, Red social interna (Yammer/Workplace);Sí;Te ponés lo primero que encontrás;No, trabajo más horas;Planifico todas las tareas del día;Pongo música/radio;Sí, todo el tiempo;Sí;Sí;La política de mi empresa fue siempre en contra del home office. debido a fuerza mayor debieron implementarla. En esta ocasión, podrán analizar que la productividad del empleado no baja (en algunos casos hasta aumenta) y los costos para mantener puestos de trabajos son caros y en algunos casos innecesarios. Comenzaran a tener mas en cuenta el trabajo remoto.;NA;NA;NA;NA;NA;NA;NA;NA;Sí;No
2020-04-15T08:50:40Z;Argentina;NA;NA;NA;NA;Buenos Aires;38;Hombre;Sí;Sigue igual;Sí;No;Trabajar desde tu casa;Tuvimos que hacer ajustes pero va bien;Multinacional;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-16T18:07:41Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;35;Mujer;Sí;Empeoró;Sí;No;Trabajar en un cowork;Tuvimos que hacer ajustes pero va bien;Empresa Estatal;Si;NA;Menos del 10%;Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;No, trabajo menos horas;Voy viendo según el día;Pongo música/radio;A veces;Sí;Tal vez;NA;NA;NA;NA;NA;NA;NA;NA;NA;Sí;Sí
2020-04-16T20:13:46Z;Argentina;NA;NA;NA;NA;Ciudad Autónoma de Buenos Aires;24;Hombre;Sí;Sigue igual;No;No;Trabajar desde tu casa;Se mantiene igual de bien;Nacional;Si;BI;Menos del 10%;Hangouts/Google Meet, Skype/Microsoft Teams, Slack, Mail, WhatsApp;Sí;Te ponés lo primero que encontrás;Si;Planifico todas las tareas del día;Prefiero un ambiente en silencio;A veces;Sí;Sí;Muchas empresas desconfiaban del home office o no tenían los recursos, pero han aprendido que se puede trabajar con la misma o más capacidad, de acuerdo a cada empleado.;NA;NA;NA;NA;NA;NA;NA;NA;No;No
